最优灵敏度,适配评分,适配等级,环境适配,趋势捕获率%,效率分,回撤控分,资金分,胜率分,波动分,基金代码,基金名称,所属板块,回测区间,交易天数,策略收益%,年化收益%,买入持有%,买持年化%,超额收益%,最大回撤%,买持最大回撤%,回撤起始,回撤结束,回撤持续天数,夏普比率,卡尔马比率,日均波动%,最大单日涨%,最大单日跌%,均值回归率%,买入次数,卖出次数,胜率%,月度胜率%,平均盈利,平均亏损,盈亏比,中位盈亏,P10盈亏,P90盈亏,最大单笔盈利,最大单笔亏损,最大连续亏损次数,最大连续盈利次数,平均仓位%,持仓天数占比%,空仓天数占比%,平均持仓天数,中位持仓天数,最长持仓天数,已实现盈亏,剩余现金,持仓市值,期末总值,牛市半年数,牛市策略收益%,牛市买持收益%,熊市半年数,熊市策略收益%,熊市买持收益%,震荡半年数,震荡策略收益%,震荡买持收益%,牛市天数,震荡天数,熊市天数,信号:低位建仓,信号:冷却期后加仓,信号:冷却期后建仓,信号:分批止盈,信号:反弹建仓,信号:大跌抄底,信号:常规止损(L2),信号:延迟回补(分批止盈),信号:延迟回补(强势止盈),信号:延迟回补(慢涨止盈),信号:延迟回补(扭亏分批止盈),信号:延迟回补(扭亏强势止盈),信号:延迟回补(扭亏慢涨止盈),信号:延迟回补(扭亏止盈卖出),信号:延迟回补(止盈卖出),信号:强势止盈,信号:慢涨止盈,信号:扭亏分批止盈,信号:扭亏强势止盈,信号:扭亏慢涨止盈,信号:扭亏止盈卖出,信号:极端止损(L3),信号:止盈卖出,信号:温和回调建仓,信号:灾难保底减仓,信号:灾难保护,信号:灾难保护(暴跌),信号:短期深亏安全网,信号:补仓(第1次),信号:补仓(第2次),信号:补仓(第3次),信号:趋势确认减仓,信号:趋势转弱,信号:跌势放缓建仓,信号:连跌低吸,分批止盈:次数,分批止盈:胜率%,分批止盈:总盈亏,分批止盈:平均盈亏,常规止损(L2):次数,常规止损(L2):胜率%,常规止损(L2):总盈亏,常规止损(L2):平均盈亏,强势止盈:次数,强势止盈:胜率%,强势止盈:总盈亏,强势止盈:平均盈亏,慢涨止盈:次数,慢涨止盈:胜率%,慢涨止盈:总盈亏,慢涨止盈:平均盈亏,扭亏分批止盈:次数,扭亏分批止盈:胜率%,扭亏分批止盈:总盈亏,扭亏分批止盈:平均盈亏,扭亏强势止盈:次数,扭亏强势止盈:胜率%,扭亏强势止盈:总盈亏,扭亏强势止盈:平均盈亏,扭亏慢涨止盈:次数,扭亏慢涨止盈:胜率%,扭亏慢涨止盈:总盈亏,扭亏慢涨止盈:平均盈亏,扭亏止盈卖出:次数,扭亏止盈卖出:胜率%,扭亏止盈卖出:总盈亏,扭亏止盈卖出:平均盈亏,极端止损(L3):次数,极端止损(L3):胜率%,极端止损(L3):总盈亏,极端止损(L3):平均盈亏,止盈卖出:次数,止盈卖出:胜率%,止盈卖出:总盈亏,止盈卖出:平均盈亏,灾难保底减仓:次数,灾难保底减仓:胜率%,灾难保底减仓:总盈亏,灾难保底减仓:平均盈亏,灾难保护:次数,灾难保护:胜率%,灾难保护:总盈亏,灾难保护:平均盈亏,灾难保护(暴跌):次数,灾难保护(暴跌):胜率%,灾难保护(暴跌):总盈亏,灾难保护(暴跌):平均盈亏,短期深亏安全网:次数,短期深亏安全网:胜率%,短期深亏安全网:总盈亏,短期深亏安全网:平均盈亏,趋势确认减仓:次数,趋势确认减仓:胜率%,趋势确认减仓:总盈亏,趋势确认减仓:平均盈亏,趋势转弱:次数,趋势转弱:胜率%,趋势转弱:总盈亏,趋势转弱:平均盈亏
1.15,55.5,B-良好,熊市优,6.0,10.2,23.7,5.3,6.3,10,017745,嘉实绿色主题股票发起式C,未知,2023-05-05 ~ 2026-06-30,766,13.59,4.28,226.89,47.65,-213.3,12.59,49.63,2023-06-19,2024-04-10,314,0.43,0.34,1.657,14.69,-10.5,51.5,23,118,52.5,42.1,53.78,-37.99,1.42,0.01,-57.66,84.48,546.95,-312.66,41,17,26.4,96.2,3.8,20.8,10,105,1358.84,11358.81,0,11358.81,4,22.58,206.31,2,-8.4,-32.22,1,-0.09,-0.49,0,736,30,1,10,2,2,0,0,36,0,0,0,0,1,0,2,0,1,1,7,10,0,21,14,21,1,1,0,0,0,4,2,0,1,3,0,0,2,100.0,0.33,0.17,36,0.0,-882.09,-24.5,1,100.0,0.05,0.05,1,100.0,89.69,89.69,7,100.0,14.34,2.05,10,90.0,2460.09,246.01,0,0,0,0,21,95.2,306.02,14.57,14,0.0,-724.57,-51.76,21,90.5,406.37,19.35,1,0.0,-56.09,-56.09,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-312.66,-312.66,3,100.0,57.36,19.12
0.8,54.6,C-一般,全天候/熊市优/震荡优,19.8,11.1,23.0,3.8,6.7,10,002272,新华科技创新主题灵活配置混合A,未知,2020-05-27 ~ 2026-06-30,1480,51.19,7.29,258.19,24.27,-207.0,19.62,69.6,2022-06-28,2024-02-05,915,0.83,0.37,1.651,12.52,-8.91,52.1,55,369,33.3,44.6,77.1,-18.6,4.15,-0.53,-35.71,23.09,1465.58,-355.13,109,33,18.8,96.9,3.1,14.4,5,57,5055.33,14701.52,417.25,15118.77,6,59.79,271.44,4,-17.02,-82.84,3,4.56,12.35,0,1428,52,0,27,5,11,1,1,194,3,0,0,0,1,0,3,1,3,7,9,14,1,45,35,33,1,0,0,0,7,6,4,1,3,7,0,1,11,100.0,390.37,35.49,194,0.0,-2342.72,-12.08,3,100.0,2.51,0.84,7,100.0,131.39,18.77,9,100.0,121.97,13.55,14,100.0,2273.11,162.37,1,100.0,0.77,0.77,45,84.4,3473.01,77.18,35,0.0,-1619.25,-46.26,33,100.0,3015.97,91.39,0,0,0,0,0,0,0,0,0,0,0,0,7,0.0,-191.29,-27.33,3,0.0,-274.49,-91.5,7,100.0,73.98,10.57
1.15,77.3,A-极佳,全天候/熊市优/震荡优,14.5,30,24.7,3.7,8.9,10,017470,嘉实上证科创板芯片ETF发起联接C,未知,2023-01-06 ~ 2026-06-30,842,45.82,11.95,316.71,53.29,-270.89,9.8,46.29,2023-05-31,2024-09-23,327,1.44,1.22,1.663,17.48,-9.07,51.2,29,148,68.9,59.5,50.34,-36.04,1.4,0.17,-14.6,97.07,641.46,-372.33,33,28,18.5,96.8,3.2,31.9,35,71,3873.59,12119.01,2462.87,14581.88,4,37.77,211.69,2,-1.23,-27.28,1,3.79,8.66,0,815,27,2,9,2,11,1,0,25,1,0,0,0,2,0,4,0,1,3,0,10,1,25,7,62,2,0,0,0,0,5,0,0,3,0,1,0,11,81.8,75.84,6.89,25,0.0,-283.68,-11.35,1,100.0,0.01,0.01,3,100.0,146.87,48.96,0,0,0,0,10,100.0,1839.06,183.91,1,100.0,95.36,95.36,25,100.0,1962.68,78.51,7,0.0,-708.39,-101.2,62,85.5,1015.17,16.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,-269.33,-89.78,0,0,0,0
1.3,62.4,B-良好,熊市优,14.3,15.4,25,4.4,7.6,10,009009,平安科技创新混合C,未知,2020-06-15 ~ 2026-06-30,1467,39.31,5.86,274.44,25.46,-235.13,11.44,61.31,2022-06-28,2022-12-23,558,0.75,0.51,1.607,10.12,-7.78,51.7,41,325,55.1,50.7,34.67,-19.11,1.81,0.02,-16.11,32.1,734.32,-207.13,47,22,21.9,97.5,2.5,21.3,7,99,3931.16,13931.11,0,13931.11,6,42.5,229.9,3,-5.01,-57.43,4,-2.08,12.65,0,1422,45,4,17,2,39,1,0,98,0,0,0,1,3,0,3,3,3,26,17,10,3,29,21,63,1,2,0,0,7,3,2,0,1,6,1,0,39,79.5,1111.87,28.51,98,0.0,-888.91,-9.07,3,100.0,23.95,7.98,26,92.3,563.5,21.67,17,88.2,77.09,4.53,10,100.0,510.38,51.04,3,66.7,2.28,0.76,29,93.1,822.49,28.36,21,0.0,-886.3,-42.2,63,96.8,3054.5,48.48,2,0.0,-19.39,-9.7,0,0,0,0,0,0,0,0,7,0.0,-373.03,-53.29,1,0.0,-106.6,-106.6,6,100.0,39.33,6.55
0.8,47.3,C-一般,熊市优,10.7,4.5,21.2,4.7,6.9,10,501201,红土创新科技创新股票(LOF)A,未知,2020-12-04 ~ 2026-06-30,1303,20.55,3.68,191.37,22.98,-170.82,24.77,70.09,2022-08-18,2024-09-23,889,0.39,0.15,1.689,14.51,-9.67,49.1,45,246,38.6,46.3,63.45,-27.53,2.3,-0.23,-41.17,32.28,903.23,-520.82,29,26,23.7,97.1,2.9,17.7,11,79,2035.63,11982.95,72.31,12055.26,6,34.2,260.1,3,-5.09,-68.66,3,-7.29,-9.19,0,1231,72,2,24,2,15,0,3,109,0,0,0,0,3,0,2,1,1,7,6,12,3,20,29,30,1,1,0,0,2,6,1,0,4,7,0,0,15,86.7,477.55,31.84,109,0.0,-1425.69,-13.08,1,100.0,19.8,19.8,7,100.0,95.83,13.69,6,83.3,154.16,25.69,12,100.0,1350.57,112.55,3,100.0,0.79,0.26,20,95.0,1730.56,86.53,29,0.0,-1952.74,-67.34,30,93.3,2079.85,69.33,1,0.0,-43.76,-43.76,0,0,0,0,0,0,0,0,2,0.0,-57.49,-28.75,4,0.0,-512.33,-128.08,7,100.0,118.53,16.93
0.85,47.7,C-一般,熊市优,11.9,5.7,20.6,4.5,6.9,10,160324,华夏磐晟混合(LOF),未知,2020-05-27 ~ 2026-06-30,1480,25.48,3.94,214.47,21.54,-188.99,20.91,55.45,2021-09-13,2024-09-09,1060,0.55,0.19,1.146,9.48,-7.75,50.3,45,274,54.0,45.9,25.21,-21.14,1.19,0.01,-19.6,21.32,401.9,-200.15,36,24,22.4,97.7,2.3,15.6,6,74,1447.74,9107.75,3439.82,12547.57,5,36.4,191.58,3,-10.86,-40.85,5,-0.48,15.64,0,1457,23,0,22,4,35,0,1,75,1,0,0,1,0,2,4,0,3,9,31,8,12,33,28,21,1,0,0,0,2,4,3,0,3,14,2,0,35,91.4,622.44,17.78,75,0.0,-811.93,-10.83,3,100.0,312.06,104.02,9,88.9,25.2,2.8,31,93.5,120.13,3.88,8,100.0,866.92,108.36,12,58.3,37.2,3.1,33,84.8,1165.21,35.31,28,0.0,-1100.83,-39.32,21,95.2,437.93,20.85,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,-59.05,-29.52,3,0.0,-311.47,-103.82,14,92.9,143.93,10.28
1.05,51.6,C-一般,全天候/熊市优/震荡优,15.4,7.9,21.8,4.8,7.1,10,007114,永赢高端制造混合C,未知,2020-05-27 ~ 2026-06-30,1480,36.71,5.47,238.97,23.1,-202.26,20.74,63.22,2021-02-18,2024-01-31,1095,0.63,0.26,1.509,12.05,-11.03,52.0,48,331,46.8,47.3,46.91,-22.64,2.07,0.0,-35.15,32.33,671.68,-295.28,59,25,24.0,96.9,3.1,19.8,17,96,3670.67,13670.59,0,13670.59,6,41.59,244.68,4,-18.57,-66.47,3,11.38,7.09,0,1434,46,2,20,5,12,0,0,130,1,0,0,3,0,0,4,2,2,6,29,12,13,49,24,43,0,0,0,0,3,7,2,0,2,6,0,2,12,58.3,40.52,3.38,130,0.0,-1910.31,-14.69,2,100.0,148.91,74.45,6,100.0,349.62,58.27,29,79.3,270.84,9.34,12,100.0,1448.58,120.71,13,76.9,203.66,15.67,49,100.0,2075.08,42.35,24,0.0,-1186.34,-49.43,43,93.0,2597.66,60.41,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,-349.73,-116.58,2,0.0,-153.91,-76.95,6,100.0,136.09,22.68
1.3,54.2,C-一般,熊市优,10.6,11.5,18.1,6.9,7.7,10,018495,融通产业趋势臻选股票C,未知,2023-06-15 ~ 2026-06-30,737,25.7,8.13,243.58,52.51,-217.88,21.18,44.67,2023-06-20,2024-09-06,312,0.57,0.38,1.657,8.89,-12.45,53.0,19,146,72.6,51.4,40.46,-65.53,0.62,0.15,-44.23,35.78,1348.92,-315.37,26,34,34.3,96.7,3.3,21.8,25,41,2323.33,11715.82,854.06,12569.88,4,45.27,191.32,1,-9.91,-23.18,2,-8.55,2.78,0,722,15,0,8,4,15,0,1,19,0,0,0,0,2,0,0,1,1,7,11,7,4,45,5,22,0,1,0,0,3,3,0,0,2,4,0,0,15,93.3,795.43,53.03,19,0.0,-945.67,-49.77,1,0.0,0.0,0.0,7,100.0,7.35,1.05,11,81.8,225.2,20.47,7,85.7,1821.51,260.22,4,100.0,105.09,26.27,45,91.1,478.51,10.63,5,0.0,-241.21,-48.24,22,95.5,756.23,34.37,1,0.0,-54.34,-54.34,0,0,0,0,0,0,0,0,3,0.0,-657.4,-219.13,2,0.0,-67.28,-33.64,4,100.0,99.91,24.98
1.0,50.3,C-一般,熊市优,11.9,8.5,21.9,3.2,6.7,10,006616,工银战略新兴产业混合C,未知,2020-05-27 ~ 2026-06-30,1480,32.0,4.84,268.49,24.87,-236.49,17.17,53.25,2020-09-02,2025-04-07,1208,0.67,0.28,1.29,9.67,-11.42,53.3,39,269,57.6,44.6,23.31,-18.54,1.26,0.02,-12.73,11.82,769.04,-216.24,32,20,15.9,96.8,3.2,12.1,5,89,2036.65,7876.67,5323.45,13200.12,5,37.44,219.07,3,-5.9,-47.93,5,-0.38,10.37,0,1461,19,0,20,2,40,1,2,66,2,0,1,1,3,0,2,1,0,21,31,8,11,21,21,40,0,0,0,0,0,3,1,0,3,7,0,0,40,87.5,101.37,2.53,66,0.0,-794.7,-12.04,0,0,0,0,21,85.7,159.99,7.62,31,83.9,151.86,4.9,8,100.0,1484.85,185.61,11,36.4,0.84,0.08,21,90.5,758.45,36.12,21,0.0,-558.37,-26.59,40,95.0,920.49,23.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,-222.84,-74.28,7,100.0,34.71,4.96
0.85,62.1,B-良好,全天候/熊市优/震荡优,7.5,16.7,24.9,2.6,7.9,10,014320,德邦半导体产业混合发起式C,未知,2022-02-09 ~ 2026-06-30,1067,23.92,5.2,316.88,40.1,-292.96,9.34,45.59,2022-03-21,2022-04-26,543,0.66,0.56,1.845,16.05,-10.54,51.4,28,191,58.1,52.8,35.28,-26.28,1.34,0.07,-20.23,52.66,708.74,-297.27,16,21,12.9,97.4,2.6,14.5,8,66,2391.88,12391.87,0,12391.87,5,28.78,230.68,2,-6.53,-28.17,2,0.66,-6.84,0,1022,45,1,10,3,18,1,0,41,0,0,1,0,2,0,2,1,0,7,17,13,7,30,8,28,0,2,0,2,4,5,1,1,7,7,0,0,18,66.7,43.99,2.44,41,0.0,-509.46,-12.43,0,0,0,0,7,42.9,30.7,4.39,17,88.2,398.64,23.45,13,100.0,1911.14,147.01,7,100.0,28.52,4.07,30,90.0,611.44,20.38,8,0.0,-627.78,-78.47,28,100.0,840.03,30.0,2,0.0,-4.05,-2.02,0,0,0,0,2,0.0,-160.26,-80.13,4,0.0,-220.1,-55.02,7,0.0,-2.64,-0.38,7,85.7,51.71,7.39
1.05,57.7,B-良好,熊市优,16.6,14.8,22.7,3.3,6.9,10,006523,财通新兴蓝筹混合C,未知,2020-05-27 ~ 2026-06-30,1480,56.92,7.97,343.8,28.88,-286.88,16.14,55.61,2022-04-18,2024-02-05,820,0.9,0.49,1.477,13.92,-11.79,51.8,39,311,66.9,45.9,37.4,-25.77,1.45,0.07,-8.59,22.34,2175.38,-299.0,31,34,16.7,98.0,2.0,19.3,12,73,5692.19,15679.67,12.66,15692.33,5,58.77,226.64,2,-3.03,-29.58,6,-5.98,7.76,0,1437,43,1,10,5,24,0,0,64,2,0,2,0,3,0,4,3,2,18,29,12,18,68,13,50,2,0,0,0,2,5,2,0,3,8,0,0,24,95.8,226.26,9.43,64,0.0,-1274.11,-19.91,2,0.0,0.0,0.0,18,100.0,580.56,32.25,29,79.3,50.04,1.73,12,100.0,636.47,53.04,18,83.3,47.1,2.62,68,88.2,579.25,8.52,13,0.0,-507.91,-39.07,50,98.0,5627.06,112.54,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,-43.67,-21.84,3,0.0,-261.98,-87.33,8,100.0,33.12,4.14
1.15,54.4,C-一般,全天候/熊市优/震荡优,16.8,12.0,21.4,3.5,7.5,10,006080,海富通电子传媒股票C,未知,2020-05-27 ~ 2026-06-30,1480,57.5,8.04,343.03,28.85,-285.53,20.11,58.65,2022-09-07,2024-02-05,711,0.88,0.4,1.774,10.72,-11.23,52.7,52,325,50.8,50.0,43.55,-20.61,2.11,0.01,-26.88,23.86,848.8,-215.46,67,27,17.7,98.1,1.9,13.1,6,57,4238.51,10288.5,5461.57,15750.07,6,52.15,258.74,3,-16.11,-54.45,4,14.29,12.3,0,1405,75,1,23,4,16,0,1,122,0,1,0,0,8,0,8,0,2,15,17,21,9,68,16,27,0,0,0,0,1,4,1,0,5,6,0,1,16,87.5,215.4,13.46,122,0.0,-1950.56,-15.99,2,100.0,6.97,3.48,15,100.0,255.17,17.01,17,76.5,99.1,5.83,21,100.0,3871.22,184.34,9,88.9,23.6,2.62,68,88.2,972.98,14.31,16,0.0,-775.9,-48.49,27,96.3,1678.22,62.16,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-52.07,-52.07,5,0.0,-168.23,-33.65,6,100.0,62.61,10.44
0.9,72.2,A-极佳,震荡优,15.0,26.9,23.1,3.5,8.7,10,005959,财通新视野灵活配置混合C,未知,2020-05-27 ~ 2026-06-30,1480,62.14,8.58,413.4,32.12,-351.26,9.58,34.94,2020-07-13,2020-09-24,346,1.24,0.9,1.369,13.26,-11.62,49.0,40,319,74.3,58.1,29.79,-14.82,2.01,0.2,-1.22,44.57,775.16,-205.17,22,31,17.4,98.4,1.6,16.8,13,72,6214.17,16214.01,0.13,16214.14,7,38.01,208.98,0,0,0,6,12.41,-6.4,0,1451,29,2,14,4,41,0,1,47,1,0,1,1,0,2,3,2,2,28,30,11,9,67,10,55,0,0,0,0,3,6,2,1,2,14,0,0,41,90.2,279.03,6.81,47,0.0,-477.46,-10.16,2,100.0,76.69,38.34,28,89.3,374.23,13.37,30,83.3,237.85,7.93,11,100.0,814.49,74.04,9,88.9,120.62,13.4,67,92.5,2464.9,36.79,10,0.0,-104.09,-10.41,55,98.2,2544.6,46.27,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,-58.17,-19.39,2,0.0,-205.19,-102.59,14,92.9,146.67,10.48
0.8,77.6,A-极佳,震荡优,12.0,30,25,7.9,9.7,5,519771,交银优择回报灵活配置混合C,未知,2020-05-27 ~ 2026-06-30,1480,60.0,8.33,501.74,35.74,-441.74,3.08,16.53,2025-02-21,2025-03-03,712,1.86,2.71,0.572,9.97,-8.79,36.2,14,68,92.6,64.9,91.73,0,999,3.3,0.01,271.56,912.49,0.0,0,24,39.3,98.9,1.1,109.5,35,690,5778.76,15001.53,998.05,15999.58,4,46.74,240.59,0,0,0,9,3.28,6.68,0,1478,2,0,2,1,13,0,1,0,0,0,0,0,2,1,1,1,0,2,2,9,2,17,0,23,2,0,0,0,0,2,1,0,0,0,0,0,13,92.3,219.95,16.92,0,0,0,0,0,0,0,0,2,100.0,119.02,59.51,2,100.0,164.39,82.19,9,100.0,1824.01,202.67,2,100.0,202.51,101.25,17,94.1,2009.56,118.21,0,0,0,0,23,87.0,1239.32,53.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9,53.4,C-一般,全天候/熊市优/震荡优,7.6,9.2,22.6,3.5,8.1,10,162201,宏利成长混合,未知,2020-05-27 ~ 2026-06-30,1480,36.32,5.42,479.52,34.87,-443.2,17.6,59.19,2022-08-18,2024-01-31,516,0.61,0.31,1.882,13.12,-9.64,50.8,51,325,52.6,54.1,43.62,-27.54,1.58,0.01,-32.16,25.81,911.85,-415.88,40,32,17.4,96.6,3.4,13.8,11,46,3631.83,13631.73,0,13631.73,7,24.44,296.67,2,-10.51,-39.51,4,19.33,-1.64,0,1411,69,1,23,6,23,0,1,108,0,0,0,0,1,0,5,5,0,19,18,17,4,41,25,45,1,2,0,1,1,5,3,0,6,15,0,0,23,95.7,795.98,34.61,108,0.9,-1919.72,-17.78,0,0,0,0,19,100.0,36.07,1.9,18,88.9,14.04,0.78,17,100.0,977.96,57.53,4,75.0,4.15,1.04,41,85.4,688.93,16.8,25,4.0,-1521.58,-60.86,45,95.6,4840.02,107.56,2,0.0,-53.91,-26.95,0,0,0,0,1,0.0,-15.55,-15.55,1,0.0,-23.81,-23.81,6,0.0,-292.94,-48.82,15,93.3,102.19,6.81
0.85,55.3,B-良好,熊市优,9.5,13.4,20.4,4.4,7.1,10,006533,易方达科融混合,未知,2020-05-27 ~ 2026-06-30,1480,56.25,7.9,594.76,39.1,-538.51,17.63,45.8,2021-08-31,2024-02-05,748,0.84,0.45,1.307,11.47,-9.07,50.8,47,226,64.6,47.3,51.57,-29.28,1.76,0.19,-11.95,85.25,989.76,-365.72,24,27,22.1,95.3,4.7,20.4,16,79,5625.45,15625.46,0,15625.46,8,60.89,270.45,2,-4.57,-30.92,3,-7.96,8.76,0,1458,22,1,22,3,24,1,2,42,2,0,1,0,3,0,1,1,4,4,5,17,0,48,17,50,0,0,0,1,0,6,4,0,5,9,0,0,24,66.7,1220.87,50.87,42,0.0,-346.15,-8.24,4,100.0,47.35,11.84,4,100.0,24.07,6.02,5,100.0,110.46,22.09,17,100.0,1866.77,109.81,0,0,0,0,48,93.8,2587.71,53.91,17,0.0,-1236.31,-72.72,50,92.0,1593.8,31.88,0,0,0,0,0,0,0,0,1,0.0,-130.43,-130.43,0,0,0,0,5,0.0,-190.53,-38.11,9,100.0,77.84,8.65
0.95,50.7,C-一般,全天候/熊市优/震荡优,6.0,9.7,18.3,4.8,7.9,10,002170,东吴移动互联混合C,未知,2020-05-27 ~ 2026-06-30,1480,40.48,5.96,675.29,41.73,-634.81,18.5,39.57,2021-11-29,2024-04-22,692,0.61,0.32,1.66,11.27,-10.97,50.8,42,260,63.8,52.7,49.64,-50.51,0.98,0.18,-39.73,69.3,996.57,-451.21,33,38,24.0,94.5,5.5,26.3,23,84,4047.58,14047.57,0,14047.57,9,44.8,307.56,2,-15.75,-43.07,2,8.03,-0.95,0,1429,51,4,16,6,33,0,0,63,1,0,0,0,2,0,2,1,5,8,13,13,3,42,14,52,1,0,0,0,0,7,1,0,7,7,0,1,33,97.0,452.38,13.71,63,0.0,-2129.6,-33.8,5,100.0,493.35,98.67,8,100.0,64.35,8.04,13,76.9,100.35,7.72,13,100.0,887.05,68.23,3,100.0,35.15,11.72,42,90.5,1920.48,45.73,14,0.0,-1460.84,-104.35,52,96.2,4213.0,81.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.0,-602.11,-86.02,7,100.0,74.02,10.57
1.0,55.62,,,62.38,12.61,22.09,4.35,6.98,9.59,---,【未知】平均,未知,,,29.04,5.16,131.57,15.66,-102.53,15.42,49.38,,,692.06,0.65,0.47,1.38,10.78,-10.45,49.75,36.8,233.1,53.1,46.51,39.89,-21.51,1.85,0.04,-21.49,38.2,867.58,-247.51,37.0,25.21,21.73,97.6,2.4,22.02,14.05,89.77,2702.63,,,12903.96,3.61,31.53,141.89,2.25,-8.72,-39.55,4.79,4.21,0.4,1.0,17.0,2.5,21.8,0.2,0.6,73.7,1.0,0.0,0.8,0.5,1.8,0.2,2.4,1.3,1.4,12.2,13.1,9.7,5.0,33.2,18.6,31.6,1.3,0.7,0.0,0.4,1.2,3.8,1.7,0.3,2.8,7.8,0.2,0.2,21.8,89.0,522.88,23.99,73.7,0.0,-916.99,-12.45,1.4,91.2,72.54,53.43,12.2,90.7,156.33,12.77,13.1,81.5,136.89,10.46,9.7,97.9,1347.56,139.23,5.0,81.6,31.66,6.27,33.2,87.5,925.17,27.9,18.6,0.2,-822.9,-44.19,31.6,88.7,1370.35,43.37,0.7,0.0,-14.64,-21.86,0.0,0.0,-2.45,-133.76,0.4,0.0,-11.2,-29.79,1.2,0.0,-64.23,-55.13,2.8,0.7,-121.12,-43.14,7.8,95.5,92.78,11.88
1.15,56.1,B-良好,全天候/熊市优/牛市可/震荡优,100.0,11.6,19.9,7.5,7.1,10,017042,富国碳中和混合C,电网设备,2023-05-19 ~ 2026-06-30,756,16.95,5.36,2.5,0.83,14.45,13.82,34.35,2025-09-30,2025-12-16,312,0.44,0.39,1.362,9.21,-10.78,51.8,36,236,66.5,47.4,16.78,-22.11,0.76,0.08,-6.46,26.31,333.81,-254.82,19,22,37.6,99.7,0.3,12.9,11,99,1706.11,11434.98,260.48,11695.46,2,16.33,27.04,1,-5.75,-13.52,4,6.09,-8.08,0,743,13,0,15,0,24,0,0,35,0,0,2,1,8,1,4,2,0,25,28,16,9,77,8,13,1,0,0,0,0,1,1,0,0,1,0,0,24,83.3,87.93,3.66,35,0.0,-544.2,-15.55,0,0,0,0,25,84.0,383.02,15.32,28,64.3,22.07,0.79,16,93.8,1670.24,104.39,9,88.9,6.79,0.75,77,83.1,333.62,4.33,8,0.0,-384.54,-48.07,13,76.9,127.66,9.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100.0,3.52,3.52
0.8,48.5,C-一般,熊市优,207.8,7.1,19.6,5.0,6.8,10,016387,永赢低碳环保智选混合发起C,电网设备,2022-11-22 ~ 2026-06-30,875,18.47,5.0,8.89,2.48,9.58,21.11,50.92,2023-01-31,2024-07-24,418,0.45,0.24,1.712,12.37,-11.72,49.7,35,213,55.9,45.5,37.01,-32.83,1.13,0.01,-40.6,33.13,768.8,-252.18,27,20,24.8,97.8,2.2,18.6,12,62,1844.27,11808.95,38.3,11847.25,2,23.17,48.11,1,-0.41,-19.74,5,-2.57,-11.03,0,838,37,1,15,2,14,0,0,54,0,0,0,0,1,0,3,2,0,12,19,11,3,46,16,17,1,1,0,0,2,5,3,0,6,12,1,1,14,100.0,410.68,29.33,54,0.0,-1135.82,-21.03,0,0,0,0,12,91.7,303.07,25.26,19,68.4,33.59,1.77,11,90.9,2397.84,217.99,3,100.0,0.61,0.2,46,91.3,768.69,16.71,16,0.0,-989.71,-61.86,17,82.4,336.41,19.79,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0.0,-187.16,-93.58,6,0.0,-247.82,-41.3,12,100.0,153.89,12.82
1.25,55.7,B-良好,全天候/熊市优/震荡优,55.0,9.6,23.6,5.4,7.1,10,002164,汇添富新睿精选混合C,电网设备,2020-05-27 ~ 2026-06-30,1480,32.8,4.95,59.68,8.29,-26.88,15.47,60.15,2022-08-23,2024-09-09,739,0.69,0.32,0.946,7.2,-8.68,47.5,37,241,66.8,47.3,31.17,-28.49,1.09,0.11,-17.51,42.71,644.91,-229.89,48,23,27.1,95.5,4.5,23.5,7,85,3280.0,13279.96,0,13279.96,4,28.43,124.23,3,-11.94,-54.3,6,14.8,2.99,0,1444,36,1,14,4,25,0,0,39,2,0,2,0,2,0,5,1,1,22,26,11,4,45,17,40,1,3,0,0,0,3,1,0,2,6,0,1,25,96.0,789.63,31.59,39,0.0,-770.89,-19.77,1,100.0,1.63,1.63,22,95.5,156.64,7.12,26,88.5,39.15,1.51,11,90.9,1543.56,140.32,4,75.0,3.33,0.83,45,84.4,1173.37,26.07,17,0.0,-904.85,-53.23,40,87.5,1173.65,29.34,3,0.0,-12.74,-4.25,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,-49.4,-24.7,6,100.0,136.92,22.82
